word_id     word                                                                                                 word_count
157472      tania                                                                                                18
157473      tanico                                                                                               1
157474      taniguchi                                                                                            1
157475      tanille                                                                                              1
157476      tanis                                                                                                4
157477      tanisha                                                                                              1
157478      tanizul                                                                                              2
157479      tanja                                                                                                4
157480      tanjay                                                                                               3
157481      tank                                                                                                 462
157482      tanka                                                                                                2
157483      tankard                                                                                              1
157484      tanker                                                                                               11
157485      tankers                                                                                              16
157486      tankless                                                                                             9
157487      tanklines                                                                                            2
157488      tankman                                                                                              1
157489      tankmaster                                                                                           1
157490      tanknology                                                                                           3
157491      tanko                                                                                                1
157492      tanks                                                                                                77
157493      tanksafe                                                                                             1
157494      tanksmart                                                                                            1
157495      tankstore                                                                                            4
157496      tanktech                                                                                             2
157497      tankteddy                                                                                            1
157498      tanktek                                                                                              2
157499      tankxperts                                                                                           2
157500      tanline                                                                                              1
157501      tanlines                                                                                             1
157502      tanlo                                                                                                1
157503      tanlu                                                                                                1
157504      tanman                                                                                               1
157505      tanmanz                                                                                              1
157506      tanmax                                                                                               1
157507      tann                                                                                                 5
157508      tanna                                                                                                1
157509      tannacor                                                                                             1
157510      tannadice                                                                                            2
157511      tannaghtyn                                                                                           1
157512      tannahill                                                                                            3
157513      tannas                                                                                               1
157514      tanne                                                                                                1
157515      tanned                                                                                               2
157516      tannenhof                                                                                            1
157517      tanner                                                                                               44
157518      tannerie                                                                                             1
157519      tanners                                                                                              6
157520      tannery                                                                                              15
157521      tannex                                                                                               1
157522      tannexx                                                                                              1
157523      tannia                                                                                               1
157524      tanning                                                                                              811
157525      tannins                                                                                              2
157526      tannis                                                                                               5
157527      tannng                                                                                               1
157528      tannnig                                                                                              1
157529      tannous                                                                                              1
157530      tanny                                                                                                2
157531      tano                                                                                                 1
157532      tanoa                                                                                                1
157533      tanoli                                                                                               3
157534      tanoor                                                                                               1
157535      tanor                                                                                                1
157536      tanpopo                                                                                              3
157537      tanqueray                                                                                            2
157538      tanren                                                                                               1
157539      tanroc                                                                                               2
157540      tans                                                                                                 15
157541      tansation                                                                                            1
157542      tansea                                                                                               1
157543      tanseekers                                                                                           1
157544      tansey                                                                                               4
157545      tansi                                                                                                5
157546      tanski                                                                                               1
157547      tansley                                                                                              5
157548      tansly                                                                                               1
157549      tansons                                                                                              1
157550      tansor                                                                                               3
157551      tansport                                                                                             1
157552      tanstaafl                                                                                            1
157553      tansu                                                                                                1
157554      tansy                                                                                                1
157555      tantalex                                                                                             1
157556      tantalize                                                                                            2
157557      tantalizing                                                                                          2
157558      tantallon                                                                                            16
157559      tantalum                                                                                             2
157560      tantalus                                                                                             12
157561      tantara                                                                                              1
157562      tantasia                                                                                             1
157563      tantastic                                                                                            7
157564      tante                                                                                                3
157565      tantec                                                                                               1
157566      tanti                                                                                                3
157567      tantia                                                                                               1
157568      tantien                                                                                              1
157569      tanto                                                                                                2
157570      tanton                                                                                               3
157571      tantra                                                                                               9
157572      tantramar                                                                                            36
157573      tantramarsh                                                                                          4
157574      tantric                                                                                              3
157575      tantrik                                                                                              1
157576      tantrix                                                                                              1
157577      tantrum                                                                                              3
157578      tantrums                                                                                             1
157579      tantus                                                                                               3
157580      tanuckx                                                                                              1
157581      tanuki                                                                                               4
157582      tanup                                                                                                1
157583      tanuzzo                                                                                              1
157584      tanvir                                                                                               1
157585      tanweer                                                                                              1
157586      tanya                                                                                                65
157587      tanyia                                                                                               1
157588      tanys                                                                                                2
157589      tanz                                                                                                 6
157590      tanzam                                                                                               2
157591      tanzania                                                                                             5
157592      tanzanian                                                                                            1
157593      tanzex                                                                                               1
157594      tanzil                                                                                               1
157595      tanzilla                                                                                             2
157596      tanzmania                                                                                            1
157597      tanzola                                                                                              2
157598      tao                                                                                                  52
157599      taoism                                                                                               2
157600      taoist                                                                                               32
157601      taoiste                                                                                              1
157602      taor                                                                                                 2
157603      taos                                                                                                 3
157604      taouk                                                                                                2
157605      taoxue                                                                                               1
157606      tap                                                                                                  155
157607      tapa                                                                                                 12
157608      tapadera                                                                                             2
157609      tapan                                                                                                2
157610      tapango                                                                                              1
157611      tapardjuk                                                                                            1
157612      taparia                                                                                              2
157613      taparti                                                                                              1
157614      tapas                                                                                                63
157615      tapastree                                                                                            1
157616      tapastry                                                                                             1
157617      tapasya                                                                                              1
157618      tapatai                                                                                              1
157619      tapatees                                                                                             1
157620      tapawingo                                                                                            1
157621      tapco                                                                                                3
157622      tapdance                                                                                             1
157623      tape                                                                                                 25
157624      tapec                                                                                                1
157625      tapeko                                                                                               3
157626      tapenade                                                                                             1
157627      taper                                                                                                2
157628      taperette                                                                                            1
157629      taperia                                                                                              1
157630      tapers                                                                                               6
157631      tapes                                                                                                17
157632      tapestrie                                                                                            1
157633      tapestries                                                                                           1
157634      tapestry                                                                                             28
157635      taphorn                                                                                              1
157636      taphouse                                                                                             34
157637      tapia                                                                                                1
157638      tapibu                                                                                               1
157639      tapimmune                                                                                            1
157640      tapin                                                                                                1
157641      tapina                                                                                               1
157642      taping                                                                                               82
157643      tapinis                                                                                              1
157644      tapio                                                                                                3
157645      tapioca                                                                                              1
157646      tapiriit                                                                                             1
157647      tapis                                                                                                7
157648      tapko                                                                                                1
157649      taplay                                                                                               1
157650      taplen                                                                                               3
157651      tapley                                                                                               3
157652      taplin                                                                                               2
157653      taplow                                                                                               5
157654      tapmaster                                                                                            1
157655      tapout                                                                                               2
157656      tapp                                                                                                 6
157657      tappables                                                                                            1
157658      tappanyaki                                                                                           1
157659      tappauf                                                                                              1
157660      tappen                                                                                               5
157661      tapper                                                                                               11
157662      tapping                                                                                              3
157663      tappit                                                                                               2
157664      tapps                                                                                                4
157665      tappuni                                                                                              2
157666      tapron                                                                                               1
157667      taproom                                                                                              6
157668      taproot                                                                                              4
157669      taps                                                                                                 30
157670      tapsco                                                                                               1
157671      tapscott                                                                                             1
157672      tapshack                                                                                             1
157673      tapson                                                                                               1
157674      tapworks                                                                                             3
157675      taqa                                                                                                 25
157676      taqnk                                                                                                1
157677      taqqut                                                                                               2
157678      taqueria                                                                                             11
157679      taquero                                                                                              1
157680      taquisa                                                                                              2
157681      taquito                                                                                              1
157682      taquitos                                                                                             1
157683      taqwa                                                                                                4
157684      tar                                                                                                  12
157685      tara                                                                                                 81
157686      tarabain                                                                                             2
157687      tarabrine                                                                                            1
157688      taradale                                                                                             2
157689      taradar                                                                                              2
157690      taraform                                                                                             1
157691      tarafuka                                                                                             1
157692      taragon                                                                                              1
157693      tarakan                                                                                              1
157694      tarakwai                                                                                             1
157695      taralake                                                                                             1
157696      taralaxmi                                                                                            1
157697      taralson                                                                                             1
157698      taralyn                                                                                              2
157699      taram                                                                                                1
157700      taramount                                                                                            1
157701      taran                                                                                                3
157702      tarani                                                                                               1
157703      taranis                                                                                              4
157704      taraniuk                                                                                             1
157705      tarantula                                                                                            1
157706      tarapaski                                                                                            1
157707      taras                                                                                                10
157708      taraschi                                                                                             1
157709      tarasenco                                                                                            1
157710      tarasenko                                                                                            1
157711      tarasick                                                                                             2
157712      tarasiewicz                                                                                          1
157713      taraska                                                                                              2
157714      tarasoft                                                                                             2
157715      tarasuk                                                                                              1
157716      tarasun                                                                                              2
157717      taratech                                                                                             1
157718      taraxca                                                                                              5
157719      taraz                                                                                                1
157720      tarazacc                                                                                             1
157721      tarazi                                                                                               1
157722      taraznameh                                                                                           1
157723      tarbell                                                                                              1
157724      tarbis                                                                                               1
157725      tarboosh                                                                                             3
157726      tarboyz                                                                                              2
157727      tarbuc                                                                                               1
157728      tarbush                                                                                              4
157729      tarbutt                                                                                              2
157730      tarby                                                                                                1
157731      tarchuk                                                                                              1
157732      tarco                                                                                                2
157733      tarcore                                                                                              2
157734      tarcott                                                                                              1
157735      tarcova                                                                                              1
157736      tard                                                                                                 5
157737      tardi                                                                                                1
157738      tardif                                                                                               3
157739      tardiff                                                                                              3
157740      tardis                                                                                               3
157741      tare                                                                                                 1
157742      taree                                                                                                1
157743      tareen                                                                                               1
157744      tareena                                                                                              1
157745      tareeq                                                                                               1
157746      tarek                                                                                                2
157747      tarel                                                                                                1
157748      taren                                                                                                1
157749      tarentaise                                                                                           2
157750      tareq                                                                                                1
157751      tarfam                                                                                               1
157752      tarfax                                                                                               1
157753      targa                                                                                                4
157754      targe                                                                                                2
157755      target                                                                                               390
157756      targeted                                                                                             5
157757      targeting                                                                                            1
157758      targets                                                                                              3
157759      targett                                                                                              1
157760      targettville                                                                                         2
157761      targon                                                                                               1
157762      targosz                                                                                              1
157763      targownik                                                                                            5
157764      targus                                                                                               1
157765      tarheel                                                                                              1
157766      tari                                                                                                 1
157767      taria                                                                                                1
157768      tarian                                                                                               1
157769      tariat                                                                                               1
157770      tariff                                                                                               1
157771      tarik                                                                                                2
157772      tarim                                                                                                1
157773      tarin                                                                                                2
157774      tario                                                                                                5
157775      tarion                                                                                               2
157776      tariq                                                                                                8
157777      tariqah                                                                                              1
157778      tarit                                                                                                1
157779      tarius                                                                                               1
157780      tarja                                                                                                1
157781      tarjan                                                                                               2
157782      tarjay                                                                                               2
157783      tarka                                                                                                2
157784      tarkandy                                                                                             1
157785      tarkanen                                                                                             2
157786      tarkett                                                                                              2
157787      tarkowski                                                                                            1
157788      tarle                                                                                                1
157789      tarlington                                                                                           1
157790      tarm                                                                                                 2
157791      tarmac                                                                                               6
157792      tarmar                                                                                               2
157793      tarmigan                                                                                             2
157794      tarn                                                                                                 1
157795      tarnes                                                                                               2
157796      tarney                                                                                               1
157797      tarnow                                                                                               3
157798      tarnowecky                                                                                           1
157799      taro                                                                                                 5
157800      taromi                                                                                               1
157801      taron                                                                                                3
157802      taros                                                                                                1
157803      tarot                                                                                                8
157804      tarp                                                                                                 18
157805      tarpaulin                                                                                            2
157806      tarpco                                                                                               1
157807      tarpin                                                                                               7
157808      tarping                                                                                              1
157809      tarpline                                                                                             2
157810      tarpmaster                                                                                           1
157811      tarpon                                                                                               40
157812      tarps                                                                                                17
157813      tarr                                                                                                 4
157814      tarra                                                                                                3
157815      tarrabain                                                                                            7
157816      tarraco                                                                                              2
157817      tarragon                                                                                             1
157818      tarralin                                                                                             1
157819      tarramara                                                                                            1
157820      tarran                                                                                               1
157821      tarrane                                                                                              1
157822      tarrant                                                                                              8
157823      tarrco                                                                                               1
157824      tarrel                                                                                               2
157825      tarrighat                                                                                            1
157826      tarrison                                                                                             2
157827      tarron                                                                                               1
157828      tarry                                                                                                7
157829      tarrys                                                                                               1
157830      tars                                                                                                 1
157831      tarsands                                                                                             5
157832      tarsco                                                                                               1
157833      tarsha                                                                                               1
157834      tarshis                                                                                              1
157835      tarsis                                                                                               1
157836      tarson                                                                                               1
157837      tart                                                                                                 5
157838      tarta                                                                                                1
157839      tartaglio                                                                                            1
157840      tartal                                                                                               1
157841      tartan                                                                                               77
157842      tartans                                                                                              3
157843      tartantown                                                                                           1
157844      tarten                                                                                               2
157845      tartin                                                                                               1
157846      tartine                                                                                              4
157847      tartooful                                                                                            1
157848      tarts                                                                                                9
157849      tartufo                                                                                              1
157850      tarukandirwa                                                                                         1
157851      tarun                                                                                                2
157852      tarva                                                                                                1
157853      tarves                                                                                               2
157854      tarvida                                                                                              2
157855      tarvik                                                                                               1
157856      tarvinder                                                                                            1
157857      taryn                                                                                                2
157858      tarynne                                                                                              1
157859      tarzan                                                                                               1
